Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-10422,2024-02-28,Customer 197,Home Office,North,Haryana,Office Supplies,Paper,A4 Paper,5,0.0,20522.65,-740.74
ORD-10423,2024-02-21,Customer 054,Corporate,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,4,0.0,9432.36,1015.02
ORD-10424,2025-08-21,Customer 065,Corporate,West,Rajasthan,Office Supplies,Storage,File Cabinet,1,0.15,3186.78,342.69
ORD-10425,2025-05-03,Customer 043,Corporate,East,West Bengal,Office Supplies,Paper,A4 Paper,2,0.1,2261.21,83.27
ORD-10426,2025-05-29,Customer 153,Consumer,Central,Madhya Pradesh,Office Supplies,Paper,A4 Paper,1,0.2,2357.82,214.79
ORD-10427,2026-07-30,Customer 195,Home Office,East,West Bengal,Technology,Phones,Feature Phone,2,0.05,6576.15,1677.61
ORD-10428,2026-05-23,Customer 082,Home Office,North,Delhi,Office Supplies,Art,Markers,9,0.0,35803.62,3423.67
ORD-10429,2025-06-27,Customer 011,Corporate,East,Odisha,Furniture,Chairs,Office Chair,7,0.0,12985.14,133.11
ORD-10430,2024-06-10,Customer 188,Corporate,West,Rajasthan,Office Supplies,Art,Pens,4,0.15,9781.26,441.71
ORD-10431,2024-02-28,Customer 139,Corporate,East,Bihar,Furniture,Chairs,Office Chair,9,0.05,7349.75,1580.13
ORD-10432,2025-06-04,Customer 199,Home Office,West,Maharashtra,Furniture,Bookcases,Metal Bookcase,3,0.15,11287.24,2578.67
ORD-10433,2024-03-23,Customer 040,Home Office,South,Tamil Nadu,Furniture,Chairs,Ergonomic Chair,4,0.1,9604.58,1879.27
ORD-10434,2026-05-21,Customer 214,Consumer,East,Odisha,Office Supplies,Art,Pens,2,0.2,914.66,-51.22
ORD-10435,2024-07-09,Customer 100,Home Office,South,Karnataka,Technology,Phones,Feature Phone,4,0.15,1985.23,299.83
ORD-10436,2024-03-11,Customer 004,Consumer,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,1,0.15,1610.86,287.42
ORD-10437,2025-09-01,Customer 204,Home Office,West,Maharashtra,Office Supplies,Art,Markers,6,0.1,15305.22,3304.85
ORD-10438,2024-03-10,Customer 133,Consumer,North,Haryana,Office Supplies,Art,Markers,2,0.0,8377.68,2178.68
ORD-10439,2025-11-22,Customer 161,Consumer,North,Haryana,Technology,Accessories,Keyboard,4,0.2,3348.13,31.99
ORD-10440,2026-06-01,Customer 043,Consumer,Central,Chhattisgarh,Furniture,Chairs,Ergonomic Chair,8,0.1,25506.0,6065.75
ORD-10441,2024-08-28,Customer 081,Home Office,Central,Chhattisgarh,Furniture,Tables,Study Table,9,0.1,40437.79,10354.79
ORD-10442,2025-02-17,Customer 097,Home Office,East,Odisha,Office Supplies,Art,Pens,6,0.15,15714.27,1829.54
ORD-10443,2024-05-02,Customer 133,Consumer,East,Odisha,Office Supplies,Storage,Storage Box,1,0.05,3475.99,467.43
ORD-10444,2026-06-30,Customer 142,Home Office,East,West Bengal,Office Supplies,Paper,A4 Paper,6,0.2,990.43,213.97
ORD-10445,2025-08-06,Customer 150,Consumer,Central,Madhya Pradesh,Technology,Phones,Feature Phone,6,0.05,4930.04,257.1
ORD-10446,2024-09-09,Customer 084,Corporate,South,Tamil Nadu,Office Supplies,Paper,Notebook,10,0.2,36780.96,-1920.24
ORD-10447,2025-08-15,Customer 148,Corporate,South,Tamil Nadu,Furniture,Bookcases,Wooden Bookcase,10,0.0,32470.5,5944.83
ORD-10448,2025-08-31,Customer 059,Home Office,North,Delhi,Office Supplies,Storage,Storage Box,7,0.0,32607.47,7601.56
ORD-10449,2024-02-10,Customer 145,Consumer,Central,Madhya Pradesh,Furniture,Bookcases,Metal Bookcase,1,0.0,1593.44,55.7
ORD-10450,2025-09-26,Customer 193,Home Office,East,Bihar,Furniture,Chairs,Office Chair,1,0.1,3060.73,825.09
ORD-10451,2024-03-24,Customer 147,Home Office,Central,Madhya Pradesh,Technology,Laptops,Business Laptop,7,0.05,5487.98,-275.96
ORD-10452,2025-03-05,Customer 035,Corporate,North,Haryana,Office Supplies,Storage,File Cabinet,7,0.2,14330.01,-473.82
ORD-10453,2025-11-04,Customer 063,Consumer,Central,Madhya Pradesh,Office Supplies,Storage,File Cabinet,9,0.2,22452.34,2441.23
ORD-10454,2025-08-20,Customer 049,Corporate,East,Odisha,Office Supplies,Art,Markers,2,0.1,6104.81,314.38
ORD-10455,2025-08-01,Customer 206,Corporate,East,Bihar,Furniture,Chairs,Ergonomic Chair,3,0.15,12595.7,2717.78
ORD-10456,2025-06-19,Customer 219,Consumer,Central,Madhya Pradesh,Office Supplies,Paper,A4 Paper,4,0.0,13833.04,2666.79
ORD-10457,2024-11-19,Customer 079,Corporate,North,Haryana,Technology,Phones,Smartphone,5,0.2,669.16,140.22
ORD-10458,2026-08-15,Customer 160,Home Office,West,Maharashtra,Office Supplies,Paper,A4 Paper,4,0.05,10554.42,1240.86
ORD-10459,2024-09-24,Customer 066,Consumer,South,Telangana,Furniture,Bookcases,Wooden Bookcase,7,0.2,16557.63,1815.51
ORD-10460,2024-07-28,Customer 018,Corporate,North,Punjab,Technology,Accessories,Mouse,5,0.2,1440.48,374.9
ORD-10461,2025-11-16,Customer 098,Home Office,East,Bihar,Furniture,Tables,Study Table,1,0.2,1226.58,72.55
ORD-10462,2026-01-03,Customer 183,Consumer,North,Punjab,Office Supplies,Art,Markers,3,0.1,2901.12,353.49
ORD-10463,2024-11-17,Customer 176,Corporate,North,Delhi,Furniture,Tables,Conference Table,8,0.0,16221.28,-1190.41
ORD-10464,2024-09-01,Customer 209,Consumer,East,Bihar,Office Supplies,Paper,Notebook,1,0.1,2849.74,685.49
ORD-10465,2024-09-28,Customer 134,Home Office,Central,Chhattisgarh,Technology,Phones,Feature Phone,7,0.0,23232.79,4246.03
ORD-10466,2025-02-09,Customer 139,Consumer,Central,Madhya Pradesh,Office Supplies,Paper,A4 Paper,7,0.15,28891.0,1113.53
ORD-10467,2024-05-14,Customer 135,Consumer,South,Telangana,Technology,Accessories,Mouse,4,0.05,16441.38,2760.04
ORD-10468,2025-11-18,Customer 031,Consumer,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,6,0.15,2204.68,576.52
ORD-10469,2025-10-22,Customer 211,Home Office,East,West Bengal,Furniture,Chairs,Ergonomic Chair,7,0.05,31985.57,2542.26
ORD-10470,2024-11-03,Customer 156,Home Office,East,West Bengal,Technology,Phones,Smartphone,3,0.15,582.34,82.75
ORD-10471,2025-04-13,Customer 035,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Office Chair,1,0.2,1488.3,298.76
ORD-10472,2024-11-19,Customer 042,Consumer,Central,Chhattisgarh,Furniture,Bookcases,Metal Bookcase,3,0.1,11543.66,1045.68
ORD-10473,2026-08-09,Customer 194,Consumer,South,Karnataka,Office Supplies,Paper,Notebook,7,0.2,6666.91,1838.52
ORD-10474,2026-02-08,Customer 199,Consumer,North,Delhi,Office Supplies,Art,Pens,6,0.0,26083.2,1928.07
ORD-10475,2024-03-15,Customer 135,Home Office,Central,Chhattisgarh,Furniture,Tables,Conference Table,10,0.15,39965.13,5346.14
ORD-10476,2024-01-10,Customer 102,Home Office,North,Haryana,Technology,Laptops,Business Laptop,1,0.0,4401.12,469.74
ORD-10477,2025-04-14,Customer 199,Corporate,North,Haryana,Office Supplies,Art,Markers,4,0.1,5496.41,1310.25
ORD-10478,2025-09-28,Customer 116,Consumer,West,Maharashtra,Office Supplies,Storage,File Cabinet,9,0.1,36676.88,8023.5
ORD-10479,2025-07-30,Customer 007,Consumer,Central,Madhya Pradesh,Technology,Accessories,Mouse,9,0.1,6180.3,225.25
ORD-10480,2024-04-12,Customer 183,Consumer,West,Rajasthan,Furniture,Chairs,Ergonomic Chair,2,0.2,2120.64,325.49
ORD-10481,2024-03-16,Customer 203,Home Office,North,Delhi,Technology,Accessories,Keyboard,6,0.2,2486.4,144.89
ORD-10482,2025-07-04,Customer 169,Consumer,Central,Madhya Pradesh,Office Supplies,Art,Pens,1,0.05,3671.26,453.68
ORD-10483,2024-08-06,Customer 115,Corporate,South,Karnataka,Technology,Accessories,Headphones,7,0.2,9013.2,1772.96
ORD-10484,2025-06-02,Customer 219,Corporate,South,Karnataka,Technology,Phones,Smartphone,10,0.0,38504.4,3277.16
ORD-10485,2024-09-28,Customer 114,Consumer,Central,Madhya Pradesh,Furniture,Tables,Study Table,4,0.1,10747.55,895.76
ORD-10486,2024-05-15,Customer 038,Consumer,Central,Madhya Pradesh,Technology,Accessories,Keyboard,10,0.0,31803.1,-1984.17
ORD-10487,2026-08-13,Customer 046,Consumer,East,West Bengal,Technology,Phones,Feature Phone,6,0.0,27659.34,-1128.51
ORD-10488,2024-12-23,Customer 024,Corporate,East,Bihar,Furniture,Bookcases,Wooden Bookcase,8,0.05,28665.22,7319.17
ORD-10489,2026-06-21,Customer 178,Corporate,East,Odisha,Office Supplies,Paper,Notebook,9,0.1,3386.93,-106.9
ORD-10490,2024-03-11,Customer 162,Home Office,East,Bihar,Office Supplies,Art,Markers,4,0.0,12396.24,1558.11
ORD-10491,2026-06-19,Customer 148,Home Office,North,Punjab,Furniture,Bookcases,Metal Bookcase,7,0.05,20504.21,276.35
ORD-10492,2024-09-07,Customer 047,Home Office,East,West Bengal,Furniture,Bookcases,Metal Bookcase,9,0.1,29751.38,2894.86
ORD-10493,2025-01-13,Customer 189,Consumer,South,Telangana,Office Supplies,Paper,A4 Paper,2,0.2,348.06,71.99
ORD-10494,2024-10-18,Customer 164,Consumer,Central,Chhattisgarh,Office Supplies,Paper,Notebook,6,0.2,13660.99,-48.61
ORD-10495,2024-06-10,Customer 086,Corporate,East,Odisha,Technology,Laptops,Business Laptop,9,0.0,25154.73,-981.51
ORD-10496,2025-03-24,Customer 123,Corporate,West,Rajasthan,Furniture,Bookcases,Wooden Bookcase,3,0.05,2994.44,754.66
ORD-10497,2026-05-03,Customer 119,Corporate,North,Haryana,Technology,Laptops,Gaming Laptop,8,0.15,30403.41,7373.87
ORD-10498,2025-07-10,Customer 085,Corporate,North,Haryana,Office Supplies,Art,Pens,9,0.0,24532.56,3136.81
ORD-10499,2025-12-21,Customer 100,Consumer,North,Delhi,Office Supplies,Paper,Notebook,7,0.0,22189.3,2785.94
ORD-10500,2024-11-05,Customer 061,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Pens,1,0.0,1430.34,141.52
ORD-10501,2025-09-18,Customer 024,Corporate,West,Gujarat,Technology,Accessories,Keyboard,3,0.0,1949.79,389.97
ORD-10502,2026-04-06,Customer 135,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Markers,4,0.1,6359.65,1168.13
ORD-10503,2025-10-31,Customer 183,Home Office,East,West Bengal,Technology,Accessories,Mouse,3,0.0,3316.26,283.12
ORD-10504,2025-06-25,Customer 197,Home Office,North,Delhi,Office Supplies,Paper,A4 Paper,6,0.0,14326.14,-614.35
ORD-10505,2024-01-09,Customer 082,Corporate,East,West Bengal,Furniture,Tables,Study Table,6,0.05,6171.5,120.92
ORD-10506,2025-11-14,Customer 027,Consumer,North,Punjab,Technology,Phones,Feature Phone,2,0.15,297.09,36.09
ORD-10507,2026-04-16,Customer 044,Consumer,Central,Chhattisgarh,Furniture,Tables,Conference Table,3,0.05,13457.87,1704.71
ORD-10508,2025-07-21,Customer 013,Consumer,East,Bihar,Office Supplies,Art,Pens,1,0.1,663.62,162.71
ORD-10509,2024-11-02,Customer 177,Home Office,West,Maharashtra,Technology,Laptops,Business Laptop,3,0.15,9059.95,1328.27
ORD-10510,2026-08-12,Customer 021,Corporate,West,Rajasthan,Office Supplies,Storage,Storage Box,4,0.2,11498.24,2430.13
ORD-10511,2025-11-10,Customer 197,Corporate,Central,Madhya Pradesh,Technology,Accessories,Keyboard,2,0.2,3731.78,567.2
ORD-10512,2024-04-16,Customer 085,Corporate,West,Maharashtra,Technology,Phones,Feature Phone,6,0.2,9701.66,2427.5
ORD-10513,2026-06-18,Customer 073,Corporate,West,Gujarat,Technology,Phones,Feature Phone,2,0.1,3279.71,736.22
ORD-10514,2024-05-17,Customer 078,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Ergonomic Chair,2,0.2,2714.82,-147.87
ORD-10515,2024-09-27,Customer 099,Consumer,West,Gujarat,Furniture,Tables,Study Table,10,0.0,12940.9,3501.82
ORD-10516,2024-04-28,Customer 061,Consumer,East,West Bengal,Furniture,Bookcases,Metal Bookcase,7,0.05,19147.54,2221.68
ORD-10517,2026-06-30,Customer 025,Corporate,North,Haryana,Furniture,Bookcases,Metal Bookcase,2,0.1,5402.88,200.64
ORD-10518,2024-04-19,Customer 166,Home Office,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,10,0.1,34916.22,1322.17
ORD-10519,2026-01-30,Customer 100,Home Office,North,Delhi,Technology,Phones,Smartphone,3,0.1,9013.46,1002.77
ORD-10520,2025-07-20,Customer 112,Home Office,Central,Chhattisgarh,Technology,Phones,Feature Phone,5,0.2,11577.4,343.13
ORD-10521,2024-06-08,Customer 141,Consumer,East,West Bengal,Furniture,Chairs,Ergonomic Chair,3,0.0,12831.84,679.06
ORD-10522,2024-10-05,Customer 152,Corporate,North,Haryana,Furniture,Tables,Study Table,5,0.0,21709.15,1637.25
ORD-10523,2024-10-15,Customer 036,Consumer,East,Bihar,Office Supplies,Storage,Storage Box,7,0.2,15518.05,-272.69
ORD-10524,2025-09-11,Customer 003,Consumer,Central,Chhattisgarh,Office Supplies,Storage,File Cabinet,5,0.2,19950.12,-694.31
ORD-10525,2024-08-03,Customer 117,Home Office,North,Delhi,Furniture,Tables,Conference Table,3,0.2,1235.64,259.66
ORD-10526,2026-01-04,Customer 058,Consumer,Central,Chhattisgarh,Furniture,Chairs,Ergonomic Chair,9,0.1,17643.5,1032.1
ORD-10527,2024-12-17,Customer 140,Home Office,West,Rajasthan,Technology,Accessories,Keyboard,4,0.05,13639.87,926.17
ORD-10528,2024-07-27,Customer 021,Consumer,East,West Bengal,Technology,Accessories,Keyboard,6,0.1,3534.35,940.93
ORD-10529,2025-12-04,Customer 162,Home Office,Central,Chhattisgarh,Office Supplies,Art,Markers,9,0.0,40145.31,332.53
ORD-10530,2025-10-11,Customer 003,Corporate,North,Haryana,Furniture,Bookcases,Metal Bookcase,10,0.05,3406.6,383.62
ORD-10531,2026-05-23,Customer 010,Home Office,West,Rajasthan,Office Supplies,Art,Pens,7,0.05,12164.71,293.35
ORD-10532,2024-09-27,Customer 014,Home Office,Central,Chhattisgarh,Furniture,Bookcases,Metal Bookcase,1,0.15,2706.03,-51.77
ORD-10533,2025-06-01,Customer 201,Corporate,East,Bihar,Furniture,Chairs,Ergonomic Chair,8,0.15,3429.24,-179.45
ORD-10534,2025-05-15,Customer 152,Home Office,East,West Bengal,Furniture,Tables,Conference Table,5,0.0,847.95,116.49
ORD-10535,2024-09-14,Customer 205,Home Office,South,Telangana,Office Supplies,Storage,File Cabinet,5,0.0,19671.95,1860.39
ORD-10536,2026-07-16,Customer 061,Home Office,North,Punjab,Technology,Phones,Smartphone,8,0.1,27277.42,5382.72
ORD-10537,2026-07-18,Customer 068,Consumer,West,Rajasthan,Furniture,Chairs,Office Chair,10,0.05,35134.51,-2123.63
ORD-10538,2026-05-16,Customer 175,Home Office,North,Delhi,Office Supplies,Storage,Storage Box,5,0.15,10343.23,42.59
ORD-10539,2024-02-22,Customer 081,Home Office,West,Gujarat,Office Supplies,Paper,Notebook,1,0.1,1363.57,78.43
ORD-10540,2024-04-04,Customer 086,Corporate,North,Delhi,Furniture,Bookcases,Metal Bookcase,7,0.2,17311.73,3964.53
ORD-10541,2025-10-11,Customer 173,Home Office,East,West Bengal,Office Supplies,Art,Pens,8,0.2,24886.02,175.37
ORD-10542,2025-03-09,Customer 018,Consumer,South,Telangana,Office Supplies,Art,Markers,6,0.2,13359.84,-1028.02
ORD-10543,2026-04-29,Customer 009,Consumer,West,Maharashtra,Furniture,Chairs,Ergonomic Chair,6,0.05,6698.3,71.56
ORD-10544,2024-10-10,Customer 031,Consumer,Central,Madhya Pradesh,Technology,Accessories,Mouse,4,0.2,15223.68,-550.42
ORD-10545,2024-02-15,Customer 170,Consumer,Central,Madhya Pradesh,Office Supplies,Art,Markers,2,0.05,6666.53,173.63
ORD-10546,2024-01-04,Customer 016,Corporate,West,Gujarat,Office Supplies,Art,Pens,5,0.0,4468.15,88.57
ORD-10547,2024-12-07,Customer 052,Home Office,West,Gujarat,Technology,Laptops,Business Laptop,3,0.1,6098.81,1662.49
ORD-10548,2026-02-28,Customer 165,Consumer,West,Maharashtra,Furniture,Tables,Study Table,3,0.1,7422.57,-10.25
ORD-10549,2024-05-13,Customer 115,Consumer,West,Rajasthan,Office Supplies,Paper,A4 Paper,2,0.2,712.03,7.27
ORD-10550,2025-10-14,Customer 085,Corporate,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,1,0.05,3188.74,-81.06
ORD-10551,2024-09-25,Customer 202,Consumer,Central,Madhya Pradesh,Furniture,Bookcases,Metal Bookcase,8,0.2,14314.75,2879.23
ORD-10552,2024-06-14,Customer 078,Corporate,Central,Madhya Pradesh,Technology,Laptops,Business Laptop,2,0.05,5471.05,219.05
ORD-10553,2026-01-29,Customer 118,Corporate,North,Haryana,Furniture,Chairs,Ergonomic Chair,9,0.05,36605.8,-1868.2
ORD-10554,2025-03-28,Customer 162,Home Office,South,Karnataka,Furniture,Chairs,Ergonomic Chair,4,0.1,5632.06,1367.05
ORD-10555,2025-07-18,Customer 152,Consumer,East,Odisha,Technology,Accessories,Keyboard,4,0.0,3142.88,-222.73
ORD-10556,2025-12-23,Customer 005,Consumer,West,Gujarat,Technology,Accessories,Mouse,5,0.1,11468.02,3073.05
ORD-10557,2025-03-13,Customer 118,Home Office,East,West Bengal,Office Supplies,Art,Markers,7,0.2,3803.07,609.38
ORD-10558,2025-07-28,Customer 005,Corporate,Central,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,2,0.0,561.4,53.9
ORD-10559,2024-01-10,Customer 079,Consumer,Central,Madhya Pradesh,Technology,Accessories,Mouse,3,0.2,408.94,-25.36
ORD-10560,2024-04-24,Customer 057,Consumer,West,Rajasthan,Technology,Accessories,Headphones,2,0.15,1121.12,232.86
ORD-10561,2024-03-18,Customer 036,Corporate,South,Tamil Nadu,Office Supplies,Art,Pens,6,0.2,3321.26,422.96
ORD-10562,2026-06-23,Customer 044,Home Office,South,Karnataka,Furniture,Chairs,Ergonomic Chair,2,0.0,1383.3,266.59
ORD-10563,2025-12-08,Customer 162,Home Office,East,Bihar,Technology,Laptops,Gaming Laptop,10,0.0,2994.2,613.15
ORD-10564,2026-07-14,Customer 152,Corporate,West,Maharashtra,Technology,Laptops,Gaming Laptop,1,0.0,135.4,23.62
ORD-10565,2024-06-01,Customer 106,Consumer,West,Rajasthan,Office Supplies,Art,Markers,4,0.05,3044.29,329.73
ORD-10566,2025-07-12,Customer 201,Corporate,South,Telangana,Furniture,Chairs,Office Chair,8,0.0,24792.32,3614.45
ORD-10567,2024-02-06,Customer 159,Corporate,East,Odisha,Technology,Accessories,Headphones,4,0.15,2297.69,624.16
ORD-10568,2026-05-04,Customer 176,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Markers,5,0.0,1800.2,372.25
ORD-10569,2025-01-13,Customer 065,Corporate,West,Maharashtra,Technology,Accessories,Headphones,1,0.05,3096.83,-14.08
ORD-10570,2025-08-19,Customer 030,Consumer,Central,Chhattisgarh,Technology,Phones,Smartphone,9,0.0,8656.65,819.11
ORD-10571,2025-07-19,Customer 059,Consumer,South,Telangana,Office Supplies,Art,Pens,7,0.2,6013.73,1463.83
ORD-10572,2024-05-31,Customer 150,Corporate,East,West Bengal,Technology,Phones,Feature Phone,4,0.0,7760.44,-415.41
ORD-10573,2025-03-16,Customer 050,Home Office,North,Punjab,Technology,Phones,Feature Phone,3,0.0,5993.76,508.19
ORD-10574,2024-05-10,Customer 029,Corporate,East,Odisha,Technology,Laptops,Gaming Laptop,1,0.0,3491.83,73.39
ORD-10575,2024-02-12,Customer 044,Home Office,West,Gujarat,Technology,Laptops,Gaming Laptop,5,0.2,12231.28,3216.75
ORD-10576,2024-11-11,Customer 187,Corporate,Central,Madhya Pradesh,Technology,Laptops,Business Laptop,4,0.1,10795.5,221.32
ORD-10577,2025-01-08,Customer 107,Consumer,South,Karnataka,Office Supplies,Storage,File Cabinet,10,0.15,40261.44,9798.45
ORD-10578,2026-07-09,Customer 179,Consumer,North,Punjab,Furniture,Bookcases,Wooden Bookcase,7,0.1,17025.75,3600.91
ORD-10579,2026-08-13,Customer 062,Home Office,West,Gujarat,Technology,Phones,Smartphone,7,0.0,33282.76,1631.72
ORD-10580,2026-03-26,Customer 007,Corporate,North,Delhi,Office Supplies,Art,Pens,3,0.15,9042.78,1709.3
ORD-10581,2026-05-31,Customer 161,Consumer,West,Maharashtra,Furniture,Tables,Study Table,6,0.2,15222.58,2253.32
ORD-10582,2024-02-10,Customer 157,Home Office,West,Rajasthan,Office Supplies,Art,Markers,5,0.05,10387.87,1779.44
ORD-10583,2026-07-09,Customer 014,Consumer,Central,Madhya Pradesh,Furniture,Chairs,Ergonomic Chair,1,0.2,2097.77,107.06
ORD-10584,2025-01-01,Customer 018,Home Office,West,Gujarat,Office Supplies,Art,Markers,6,0.2,9098.5,1102.42
ORD-10585,2024-08-03,Customer 180,Consumer,South,Karnataka,Office Supplies,Paper,A4 Paper,8,0.15,25249.49,5898.47
ORD-10586,2025-11-29,Customer 125,Home Office,South,Tamil Nadu,Office Supplies,Storage,Storage Box,5,0.05,1742.54,77.16
ORD-10587,2024-09-12,Customer 208,Consumer,Central,Madhya Pradesh,Office Supplies,Art,Pens,8,0.2,20113.02,5236.05
ORD-10588,2025-11-13,Customer 071,Consumer,South,Tamil Nadu,Technology,Phones,Feature Phone,3,0.0,4539.09,-184.42
ORD-10589,2024-04-15,Customer 034,Corporate,South,Tamil Nadu,Technology,Phones,Smartphone,5,0.2,8564.12,984.16
ORD-10590,2024-12-28,Customer 060,Home Office,East,Odisha,Office Supplies,Art,Markers,5,0.0,5132.0,1200.1
ORD-10591,2026-03-09,Customer 141,Corporate,East,Odisha,Furniture,Tables,Conference Table,8,0.2,19247.68,2133.79
ORD-10592,2025-07-27,Customer 074,Consumer,West,Gujarat,Furniture,Chairs,Ergonomic Chair,3,0.0,11902.23,1122.71
ORD-10593,2026-06-24,Customer 047,Consumer,South,Tamil Nadu,Office Supplies,Storage,File Cabinet,10,0.2,37026.0,4173.35
ORD-10594,2026-06-14,Customer 048,Consumer,South,Karnataka,Technology,Phones,Smartphone,6,0.1,15741.92,216.4
ORD-10595,2025-02-20,Customer 137,Corporate,Central,Madhya Pradesh,Furniture,Tables,Conference Table,3,0.15,4914.56,1332.67
ORD-10596,2025-09-27,Customer 190,Home Office,North,Delhi,Office Supplies,Storage,File Cabinet,8,0.0,37170.24,-2916.16
ORD-10597,2026-02-06,Customer 205,Home Office,Central,Chhattisgarh,Furniture,Bookcases,Metal Bookcase,8,0.15,30533.97,4887.87
ORD-10598,2024-06-07,Customer 007,Corporate,West,Gujarat,Furniture,Chairs,Ergonomic Chair,1,0.15,665.69,-25.25
ORD-10599,2026-08-05,Customer 135,Consumer,Central,Madhya Pradesh,Office Supplies,Storage,File Cabinet,6,0.2,1774.37,-17.29
ORD-10600,2026-08-10,Customer 082,Home Office,East,West Bengal,Technology,Phones,Feature Phone,2,0.1,8786.9,-87.85
ORD-10601,2024-08-30,Customer 096,Consumer,Central,Madhya Pradesh,Furniture,Tables,Conference Table,3,0.1,9742.19,516.99
ORD-10602,2026-06-04,Customer 190,Corporate,East,Odisha,Office Supplies,Storage,Storage Box,9,0.2,3810.46,913.02
ORD-10603,2024-06-15,Customer 037,Consumer,West,Gujarat,Technology,Accessories,Keyboard,7,0.15,4664.09,630.85
ORD-10604,2026-03-30,Customer 164,Corporate,East,Odisha,Furniture,Tables,Study Table,10,0.0,38049.6,-2953.3
ORD-10605,2026-04-10,Customer 126,Consumer,West,Maharashtra,Furniture,Tables,Study Table,4,0.1,3641.15,88.14
ORD-10606,2024-06-30,Customer 077,Home Office,East,Bihar,Office Supplies,Storage,Storage Box,4,0.0,926.08,-22.74
ORD-10607,2026-06-21,Customer 008,Consumer,West,Maharashtra,Furniture,Bookcases,Metal Bookcase,7,0.2,5481.95,833.93
ORD-10608,2025-02-26,Customer 067,Home Office,East,Odisha,Technology,Accessories,Mouse,6,0.15,15030.82,1157.14
ORD-10609,2024-01-26,Customer 119,Home Office,West,Rajasthan,Technology,Laptops,Gaming Laptop,5,0.0,4489.75,-122.98
ORD-10610,2024-07-02,Customer 075,Home Office,South,Tamil Nadu,Technology,Phones,Feature Phone,6,0.05,12287.03,-767.48
ORD-10611,2026-01-24,Customer 081,Home Office,North,Haryana,Technology,Accessories,Headphones,2,0.0,6067.88,702.27
ORD-10612,2026-08-04,Customer 004,Consumer,East,Odisha,Furniture,Bookcases,Metal Bookcase,2,0.05,5165.45,1117.77
ORD-10613,2024-12-06,Customer 040,Home Office,Central,Chhattisgarh,Office Supplies,Storage,Storage Box,6,0.0,27674.7,-1193.6
ORD-10614,2026-03-12,Customer 034,Consumer,South,Karnataka,Furniture,Bookcases,Wooden Bookcase,7,0.0,16494.87,-627.4
ORD-10615,2026-08-11,Customer 088,Consumer,West,Gujarat,Office Supplies,Art,Pens,3,0.15,10463.9,1133.49
ORD-10616,2025-02-25,Customer 079,Consumer,East,West Bengal,Furniture,Chairs,Office Chair,3,0.0,12895.17,2162.48
ORD-10617,2026-04-01,Customer 011,Consumer,South,Karnataka,Technology,Laptops,Gaming Laptop,2,0.1,345.87,66.63
ORD-10618,2025-11-16,Customer 078,Home Office,North,Delhi,Furniture,Bookcases,Wooden Bookcase,8,0.05,5188.67,-334.25
ORD-10619,2026-06-03,Customer 008,Consumer,North,Delhi,Technology,Accessories,Headphones,10,0.0,45157.6,7289.17
ORD-10620,2026-01-22,Customer 157,Consumer,South,Telangana,Office Supplies,Art,Pens,6,0.15,4522.32,909.39
ORD-10621,2026-04-10,Customer 044,Home Office,Central,Madhya Pradesh,Technology,Accessories,Headphones,9,0.0,10469.61,2796.8
ORD-10622,2024-09-11,Customer 028,Consumer,North,Haryana,Technology,Phones,Feature Phone,6,0.0,21125.1,1653.67
ORD-10623,2024-09-30,Customer 029,Home Office,East,Odisha,Office Supplies,Paper,A4 Paper,7,0.05,4342.05,-154.14
ORD-10624,2024-06-12,Customer 030,Corporate,South,Tamil Nadu,Office Supplies,Art,Pens,9,0.0,32746.23,1248.34
ORD-10625,2026-03-17,Customer 219,Corporate,East,Odisha,Furniture,Bookcases,Metal Bookcase,8,0.1,8688.82,213.85
ORD-10626,2025-12-19,Customer 027,Corporate,South,Karnataka,Office Supplies,Art,Pens,3,0.2,390.36,37.86
ORD-10627,2024-04-20,Customer 027,Home Office,West,Rajasthan,Furniture,Bookcases,Wooden Bookcase,2,0.1,1444.5,245.87
ORD-10628,2025-01-26,Customer 215,Corporate,South,Karnataka,Office Supplies,Paper,Notebook,4,0.1,10855.12,-388.67
ORD-10629,2026-06-12,Customer 104,Corporate,West,Gujarat,Furniture,Bookcases,Metal Bookcase,7,0.2,10331.33,1416.83
ORD-10630,2024-02-09,Customer 035,Consumer,Central,Chhattisgarh,Technology,Laptops,Gaming Laptop,2,0.1,2391.08,7.4
ORD-10631,2026-05-29,Customer 084,Consumer,North,Haryana,Technology,Phones,Feature Phone,1,0.1,4376.84,602.47
ORD-10632,2025-04-26,Customer 170,Corporate,East,Bihar,Furniture,Chairs,Office Chair,9,0.1,31274.91,-228.45
